cry	VB	B-verb.emotion
she	PRP	O
hates	VBZ	B-verb.emotion
it	PRP	O
so	RB	O
much	JJ	O
.	.	O

good	UH	O
morning	UH	O
tweeps	NNS	B-noun.person
.	.	O
have	VB	B-verb.possession
'll	MD	O
a	DT	O
fabulous	JJ	O
day	NN	B-noun.time
....	:	O

Threesum	NN	B-noun.act
!	.	O
This	DT	O
is	VBZ	B-verb.stative
the	DT	O
time	NN	B-noun.event
!	.	O
The	DT	O
time	NN	B-noun.event
is	VBZ	B-verb.stative
now	RB	O
!	.	O

Football	NN	B-noun.event
game	NN	I-noun.event
tonight	NN	B-noun.time
with	IN	O
mariaelena	NNP	B-noun.person
,	,	O
sarah	NNP	B-noun.person
,	,	O
and	CC	O
brittany	NNP	B-noun.person
!	.	O
Mood	NN	B-noun.state
:	:	O
excited	JJ	O
!!	.	O
GOO	VB	B-verb.cognition
WB	NNP	B-noun.group
WILDCATS	NNP	I-noun.group
!	.	O

@xSophieBx	USR	O
He	PRP	O
has	VBZ	B-verb.possession
a	DT	O
habit	NN	B-noun.cognition
of	IN	O
tweeting	VBG	B-verb.communication
at	IN	O
the	DT	O
same	JJ	O
time	NN	B-noun.time
as	IN	O
you	PRP	O
lol	UH	O

I	PRP	O
heart	VBP	B-verb.emotion
Park(ing	NNP	B-noun.event
)	)	O
Day	NNP	I-noun.event
!	.	O
Photo	NN	B-noun.artifact
of	IN	O
meter	NN	B-noun.animal
shark	NN	I-noun.animal
:	:	O
http://bit.ly/aQun1b	URL	O

@Elinor_Althani	USR	O
ahhhh	UH	O
reading	VBG	B-verb.cognition
,	,	O
still	RB	O
i	PRP	O
did	VBD	O
n't	RB	O
finish	VB	B-verb.change
my	PRP$	O
book	NN	B-noun.communication
=(	UH	O
i	PRP	O
have	VBP	O
to	TO	O
do	VB	B-verb.cognition
it	PRP	O
before	IN	O
Feb	NNP	B-noun.time
ends	VBZ	B-verb.change
inshallah	NN	B-noun.person
:)	UH	O

@pegasus_za	USR	O
You	PRP	O
're	VBP	B-verb.stative
welcome	JJ	O
.	.	O
Yeah	UH	O
,	,	O
it	PRP	O
's	VBZ	B-verb.stative
not	RB	O
a	DT	O
bad	JJ	O
day	NN	B-noun.time
,	,	O
just	RB	O
feeling	VBG	B-verb.emotion
a	DT	O
little	RB	O
tired	JJ	O
and	CC	O
ill	PRP	O
.	.	O
How	WRB	O
's	VBZ	B-verb.stative
it	PRP	O
going	VBG	B-verb.stative
with	IN	O
you	PRP	O
?	.	O

RT	RT	O
@google	USR	O
:	:	O
On	IN	O
Feb	NNP	B-noun.time
10	CD	O
,	,	O
livestream	VB	B-noun.communication
our	PRP$	O
"	''	O
ThinkMobile	NNP	B-noun.event
"	''	O
event	NN	I-noun.event
